system:index,dNBR,severity,.geo
474,0.17668671905994415,0,"{""type"":""Point"",""coordinates"":[150.37364185882993,-33.56650192897836]}"
475,0.17396125197410583,0,"{""type"":""Point"",""coordinates"":[150.4862683894685,-33.390640504559066]}"
476,0.29088836908340454,1,"{""type"":""Point"",""coordinates"":[150.37752398649698,-33.58991048451361]}"
477,0.10264059156179428,0,"{""type"":""Point"",""coordinates"":[150.24150419793406,-33.85751650449567]}"
478,0.07671929895877838,0,"{""type"":""Point"",""coordinates"":[150.50581609068325,-33.80291193891417]}"
479,0.20919209718704224,0,"{""type"":""Point"",""coordinates"":[150.293537123541,-33.8210132287864]}"
480,0.23906195163726807,0,"{""type"":""Point"",""coordinates"":[150.44138474241822,-33.816191080065785]}"
481,0.0029472708702087402,0,"{""type"":""Point"",""coordinates"":[150.46622213486972,-33.666370249708116]}"
482,-0.0043701231479644775,0,"{""type"":""Point"",""coordinates"":[150.46291342029986,-33.72237116924015]}"
483,0.020544767379760742,0,"{""type"":""Point"",""coordinates"":[150.58942158158408,-33.80762909108523]}"
484,0.04316440224647522,0,"{""type"":""Point"",""coordinates"":[150.2135260683343,-33.769194415686236]}"
485,0.09848776459693909,0,"{""type"":""Point"",""coordinates"":[150.5598913858374,-33.583247329261404]}"
486,0.243477925658226,0,"{""type"":""Point"",""coordinates"":[150.39614765247634,-33.53148042026131]}"
487,0.011495009064674377,0,"{""type"":""Point"",""coordinates"":[150.27256917990917,-33.67200018864924]}"
488,0.1991671621799469,0,"{""type"":""Point"",""coordinates"":[150.2555176711171,-33.57224928663558]}"
489,0.01778721809387207,0,"{""type"":""Point"",""coordinates"":[150.51532091502503,-33.74749598520882]}"
490,0.02492140233516693,0,"{""type"":""Point"",""coordinates"":[150.2477485498809,-33.57375352227071]}"
491,0.13463693857192993,0,"{""type"":""Point"",""coordinates"":[150.454361462492,-33.50643603876092]}"
492,0.04748371243476868,0,"{""type"":""Point"",""coordinates"":[150.5167423705396,-33.70411282699358]}"
493,0.3498086929321289,1,"{""type"":""Point"",""coordinates"":[150.3491905655257,-33.61606699982612]}"
494,-0.013141214847564697,0,"{""type"":""Point"",""coordinates"":[150.29482100886463,-33.63068368858283]}"
495,0.08948454260826111,0,"{""type"":""Point"",""coordinates"":[150.2961582726883,-33.789700191669276]}"
496,0.3004169464111328,1,"{""type"":""Point"",""coordinates"":[150.26280921835877,-33.84789762467522]}"
497,-0.16929945349693298,0,"{""type"":""Point"",""coordinates"":[150.46162017369707,-33.47822732805739]}"
498,0.013166934251785278,0,"{""type"":""Point"",""coordinates"":[150.45303754791922,-33.84136761966935]}"
499,-0.032503604888916016,0,"{""type"":""Point"",""coordinates"":[150.61410327706108,-33.746050950779434]}"
500,-0.09440042823553085,0,"{""type"":""Point"",""coordinates"":[150.44641023134855,-33.68723874542366]}"
501,0.21171486377716064,0,"{""type"":""Point"",""coordinates"":[150.33334792959002,-33.58367961738066]}"
502,0.340453565120697,1,"{""type"":""Point"",""coordinates"":[150.46420631817335,-33.88032984102489]}"
503,0.06746360659599304,0,"{""type"":""Point"",""coordinates"":[150.43623050258296,-33.760140796264785]}"
504,0.10695438086986542,0,"{""type"":""Point"",""coordinates"":[150.49041410258593,-33.41621272370274]}"
505,0.0985160619020462,0,"{""type"":""Point"",""coordinates"":[150.35044578959892,-33.51155163968415]}"
506,0.27023038268089294,1,"{""type"":""Point"",""coordinates"":[150.35141189085476,-33.555299931668536]}"
507,0.0140819251537323,0,"{""type"":""Point"",""coordinates"":[150.32074783256047,-33.749682795305866]}"
508,0.1519886553287506,0,"{""type"":""Point"",""coordinates"":[150.336500494644,-33.51911122297513]}"
509,0.062311261892318726,0,"{""type"":""Point"",""coordinates"":[150.21246073801618,-33.86483939960881]}"
510,0.3243737518787384,1,"{""type"":""Point"",""coordinates"":[150.4731194395299,-33.603893924506124]}"
511,0.040110185742378235,0,"{""type"":""Point"",""coordinates"":[150.49777680824806,-33.61913386113844]}"
512,0.11710754036903381,0,"{""type"":""Point"",""coordinates"":[150.3994774229222,-33.65047203332559]}"
513,0.12907439470291138,0,"{""type"":""Point"",""coordinates"":[150.49465425744725,-33.405595287211504]}"
514,0.007340461015701294,0,"{""type"":""Point"",""coordinates"":[150.56081682761692,-33.85264273524998]}"
515,0.07692711055278778,0,"{""type"":""Point"",""coordinates"":[150.22925661413822,-33.88219287813829]}"
516,0.06515617668628693,0,"{""type"":""Point"",""coordinates"":[150.4337480783811,-33.69618631587593]}"
517,0.026232361793518066,0,"{""type"":""Point"",""coordinates"":[150.2415398502699,-33.71777271712405]}"
518,0.025959700345993042,0,"{""type"":""Point"",""coordinates"":[150.3158289648705,-33.73435454621086]}"
519,0.0709674209356308,0,"{""type"":""Point"",""coordinates"":[150.24080259489565,-33.57519121729442]}"
520,0.1836959719657898,0,"{""type"":""Point"",""coordinates"":[150.27025431865601,-33.74771923087588]}"
521,0.11298402398824692,0,"{""type"":""Point"",""coordinates"":[150.33307755371334,-33.60223158444447]}"
522,0.013651877641677856,0,"{""type"":""Point"",""coordinates"":[150.45923521321401,-33.67517013238421]}"
523,0.21110546588897705,0,"{""type"":""Point"",""coordinates"":[150.25643327461435,-33.56879077485824]}"
524,0.031668975949287415,0,"{""type"":""Point"",""coordinates"":[150.36014368735147,-33.71353347356628]}"
525,0.061337217688560486,0,"{""type"":""Point"",""coordinates"":[150.50690231929138,-33.74893674774976]}"
526,-0.004304766654968262,0,"{""type"":""Point"",""coordinates"":[150.55424583547233,-33.798668083300406]}"
527,0.2474081963300705,0,"{""type"":""Point"",""coordinates"":[150.37048184533512,-33.55907537605477]}"
528,0.05042430758476257,0,"{""type"":""Point"",""coordinates"":[150.31560205703198,-33.62624329230781]}"
529,0.026763491332530975,0,"{""type"":""Point"",""coordinates"":[150.36894602664424,-33.74394960154958]}"
530,0.10760237276554108,0,"{""type"":""Point"",""coordinates"":[150.26975659641676,-33.556873741321766]}"
531,0.02309112250804901,0,"{""type"":""Point"",""coordinates"":[150.3353955051533,-33.82655241425402]}"
532,-0.034462280571460724,0,"{""type"":""Point"",""coordinates"":[150.30612539157497,-33.669469966906476]}"
533,0.0736599713563919,0,"{""type"":""Point"",""coordinates"":[150.38192666328547,-33.687510369421915]}"
534,-0.19595076143741608,0,"{""type"":""Point"",""coordinates"":[150.46110759573423,-33.475434378775816]}"
535,0.057675331830978394,0,"{""type"":""Point"",""coordinates"":[150.4244664079934,-33.56151978637868]}"
536,0.19967690110206604,0,"{""type"":""Point"",""coordinates"":[150.44048870708204,-33.85862326929207]}"
537,0.28593239188194275,1,"{""type"":""Point"",""coordinates"":[150.25866471840823,-33.74225809726258]}"
538,0.027443796396255493,0,"{""type"":""Point"",""coordinates"":[150.52419026607055,-33.84573901840591]}"
539,0.30426639318466187,1,"{""type"":""Point"",""coordinates"":[150.38430184094517,-33.519551857957765]}"
540,-0.02911148965358734,0,"{""type"":""Point"",""coordinates"":[150.5641645118846,-33.776268802295036]}"
541,0.04105709493160248,0,"{""type"":""Point"",""coordinates"":[150.4541404560173,-33.58879271692042]}"
542,0.26900923252105713,0,"{""type"":""Point"",""coordinates"":[150.47068483975556,-33.809159184438656]}"
543,-0.0033702105283737183,0,"{""type"":""Point"",""coordinates"":[150.27247324664688,-33.725661729865934]}"
544,0.1532415896654129,0,"{""type"":""Point"",""coordinates"":[150.46062563400253,-33.8100921223284]}"
545,0.018959835171699524,0,"{""type"":""Point"",""coordinates"":[150.37707193485085,-33.73965582694923]}"
546,0.04255414009094238,0,"{""type"":""Point"",""coordinates"":[150.5990201306473,-33.697287646314265]}"
547,0.0031106919050216675,0,"{""type"":""Point"",""coordinates"":[150.5342163889575,-33.794828921642925]}"
548,0.17717447876930237,0,"{""type"":""Point"",""coordinates"":[150.34562879936607,-33.597972933140305]}"
549,0.3052477240562439,1,"{""type"":""Point"",""coordinates"":[150.42519224012923,-33.812186775461704]}"
550,0.026588410139083862,0,"{""type"":""Point"",""coordinates"":[150.5074329829426,-33.77612977237531]}"
551,0.028814107179641724,0,"{""type"":""Point"",""coordinates"":[150.49243937066294,-33.703198197137795]}"
552,-8.78944993019104E-4,0,"{""type"":""Point"",""coordinates"":[150.53918371178406,-33.64194728267466]}"
553,-0.06905929744243622,0,"{""type"":""Point"",""coordinates"":[150.19351418299982,-33.81180501034813]}"
554,0.2732272446155548,1,"{""type"":""Point"",""coordinates"":[150.40086026231816,-33.554764681290926]}"
555,0.08555622398853302,0,"{""type"":""Point"",""coordinates"":[150.46465721942818,-33.6319720483699]}"
556,0.35538673400878906,1,"{""type"":""Point"",""coordinates"":[150.37661735344042,-33.58642321003298]}"
557,-0.006965965032577515,0,"{""type"":""Point"",""coordinates"":[150.5396734260085,-33.83536651139806]}"
558,0.01278802752494812,0,"{""type"":""Point"",""coordinates"":[150.51338950542595,-33.63705756994292]}"
559,-0.008214741945266724,0,"{""type"":""Point"",""coordinates"":[150.2583325015556,-33.72956804294529]}"
560,0.04191425442695618,0,"{""type"":""Point"",""coordinates"":[150.50851460934524,-33.78473671987478]}"
561,0.17230069637298584,0,"{""type"":""Point"",""coordinates"":[150.44677843457845,-33.867695263648585]}"
562,9.243786334991455E-4,0,"{""type"":""Point"",""coordinates"":[150.63375770959072,-33.76435914700291]}"
563,-0.0857435017824173,0,"{""type"":""Point"",""coordinates"":[150.21681829950938,-33.76594181454366]}"
564,0.1463308185338974,0,"{""type"":""Point"",""coordinates"":[150.40721329253128,-33.63955851937007]}"
565,0.017012909054756165,0,"{""type"":""Point"",""coordinates"":[150.52091021532385,-33.67393960393684]}"
566,0.0034016668796539307,0,"{""type"":""Point"",""coordinates"":[150.2830177744464,-33.68594125314017]}"
567,0.07677912712097168,0,"{""type"":""Point"",""coordinates"":[150.2705495608182,-33.7941363797845]}"
568,0.015975892543792725,0,"{""type"":""Point"",""coordinates"":[150.41125308812278,-33.68077087022588]}"
569,0.008441388607025146,0,"{""type"":""Point"",""coordinates"":[150.4635837447957,-33.84999884541669]}"
570,0.05762122571468353,0,"{""type"":""Point"",""coordinates"":[150.5248106871341,-33.826550957852746]}"
571,0.013949364423751831,0,"{""type"":""Point"",""coordinates"":[150.4154165093388,-33.66716495152573]}"
572,0.23522138595581055,0,"{""type"":""Point"",""coordinates"":[150.4638265840142,-33.799414343748666]}"
573,0.12905922532081604,0,"{""type"":""Point"",""coordinates"":[150.43560018832045,-33.80410465291751]}"
574,0.020107418298721313,0,"{""type"":""Point"",""coordinates"":[150.4127189591309,-33.65575593340465]}"
575,0.29236704111099243,1,"{""type"":""Point"",""coordinates"":[150.28364629888455,-33.808265358856275]}"
576,0.020784467458724976,0,"{""type"":""Point"",""coordinates"":[150.35024013578453,-33.74530265374614]}"
577,0.029298558831214905,0,"{""type"":""Point"",""coordinates"":[150.23048221014704,-33.66958610623984]}"
578,0.0033951997756958008,0,"{""type"":""Point"",""coordinates"":[150.4659759484549,-33.84694550909507]}"
579,0.2604222595691681,0,"{""type"":""Point"",""coordinates"":[150.37637521119578,-33.59434824538663]}"
580,0.034076690673828125,0,"{""type"":""Point"",""coordinates"":[150.6499267538357,-33.70052106864083]}"
581,0.014008596539497375,0,"{""type"":""Point"",""coordinates"":[150.52781861915088,-33.68933014773555]}"
582,0.22890181839466095,0,"{""type"":""Point"",""coordinates"":[150.26800088090715,-33.826602373519655]}"
583,0.060124047100543976,0,"{""type"":""Point"",""coordinates"":[150.45376135710558,-33.77035171714286]}"
584,0.06363178044557571,0,"{""type"":""Point"",""coordinates"":[150.19169195950136,-33.74800770728796]}"
585,0.12200324237346649,0,"{""type"":""Point"",""coordinates"":[150.36175515558878,-33.57871206997072]}"
586,0.025520913302898407,0,"{""type"":""Point"",""coordinates"":[150.19229753306163,-33.7462419633481]}"
587,0.008052736520767212,0,"{""type"":""Point"",""coordinates"":[150.55985102468142,-33.75301196024713]}"
588,-0.0046274662017822266,0,"{""type"":""Point"",""coordinates"":[150.25300786994904,-33.723199436188054]}"
589,0.02167487144470215,0,"{""type"":""Point"",""coordinates"":[150.6380389469021,-33.683952405103625]}"
590,0.01292961835861206,0,"{""type"":""Point"",""coordinates"":[150.47214077036963,-33.48998475989091]}"
591,0.23482881486415863,0,"{""type"":""Point"",""coordinates"":[150.4146436975778,-33.6333396355958]}"
592,0.04405221343040466,0,"{""type"":""Point"",""coordinates"":[150.4594291848969,-33.64092160718689]}"
593,-0.13765206933021545,0,"{""type"":""Point"",""coordinates"":[150.18837123446892,-33.70679325907027]}"
594,-0.03140115737915039,0,"{""type"":""Point"",""coordinates"":[150.62346976785275,-33.72975508109788]}"
595,0.2624913156032562,0,"{""type"":""Point"",""coordinates"":[150.41190367421393,-33.59390621531796]}"
596,0.032623350620269775,0,"{""type"":""Point"",""coordinates"":[150.38062875980484,-33.788575462000175]}"
597,0.060829389840364456,0,"{""type"":""Point"",""coordinates"":[150.5476250255844,-33.365864215541215]}"
598,-0.0063667818903923035,0,"{""type"":""Point"",""coordinates"":[150.37225574089,-33.76586051745009]}"
599,0.02847381681203842,0,"{""type"":""Point"",""coordinates"":[150.2015157946527,-33.81182079103847]}"
600,0.046476319432258606,0,"{""type"":""Point"",""coordinates"":[150.61130427838825,-33.79281593606225]}"
601,0.06914819777011871,0,"{""type"":""Point"",""coordinates"":[150.42080630513513,-33.64213648580932]}"
602,0.30554670095443726,1,"{""type"":""Point"",""coordinates"":[150.31204495343366,-33.6169770650207]}"
603,0.1908063292503357,0,"{""type"":""Point"",""coordinates"":[150.36985249839879,-33.53868568980856]}"
604,0.028829306364059448,0,"{""type"":""Point"",""coordinates"":[150.4006216463726,-33.77284472993969]}"
605,0.0013459622859954834,0,"{""type"":""Point"",""coordinates"":[150.50302593088568,-33.779871118956336]}"
606,0.05126003921031952,0,"{""type"":""Point"",""coordinates"":[150.42545750238898,-33.780480664108794]}"
607,0.17114129662513733,0,"{""type"":""Point"",""coordinates"":[150.2568144602106,-33.83612159465013]}"
608,-0.023519903421401978,0,"{""type"":""Point"",""coordinates"":[150.52561039516002,-33.70242605256151]}"
609,-0.016729384660720825,0,"{""type"":""Point"",""coordinates"":[150.55744748305375,-33.85655230048847]}"
610,0.02397458255290985,0,"{""type"":""Point"",""coordinates"":[150.29700183993756,-33.76890720266683]}"
611,0.1829412430524826,0,"{""type"":""Point"",""coordinates"":[150.28839070301947,-33.812760239269934]}"
612,0.23679593205451965,0,"{""type"":""Point"",""coordinates"":[150.43821798132973,-33.530566905631574]}"
613,0.0172603577375412,0,"{""type"":""Point"",""coordinates"":[150.38530274909533,-33.68824679286377]}"
614,0.1926758885383606,0,"{""type"":""Point"",""coordinates"":[150.35508418724424,-33.5101659586828]}"
615,0.13265180587768555,0,"{""type"":""Point"",""coordinates"":[150.28459967336767,-33.6029607319723]}"
616,0.04524226486682892,0,"{""type"":""Point"",""coordinates"":[150.43986891795,-33.69336064502538]}"
617,0.010766014456748962,0,"{""type"":""Point"",""coordinates"":[150.54880759057858,-33.74003402031818]}"
618,0.1575486958026886,0,"{""type"":""Point"",""coordinates"":[150.2529172690136,-33.79839229946988]}"
619,-0.01464429497718811,0,"{""type"":""Point"",""coordinates"":[150.31660035506425,-33.6975936414552]}"
620,0.13543269038200378,0,"{""type"":""Point"",""coordinates"":[150.34006739985426,-33.66042128895275]}"
621,0.022886693477630615,0,"{""type"":""Point"",""coordinates"":[150.359575415829,-33.8024380254732]}"
622,0.17837202548980713,0,"{""type"":""Point"",""coordinates"":[150.42580828191464,-33.65985406587359]}"
623,0.04119664430618286,0,"{""type"":""Point"",""coordinates"":[150.49271402234723,-33.81937530575992]}"
624,0.1469014585018158,0,"{""type"":""Point"",""coordinates"":[150.35475328473166,-33.821840470768194]}"
625,0.014379605650901794,0,"{""type"":""Point"",""coordinates"":[150.49825941216366,-33.841277360469306]}"
626,0.02275007963180542,0,"{""type"":""Point"",""coordinates"":[150.42861809112566,-33.734475177387736]}"
627,0.23218253254890442,0,"{""type"":""Point"",""coordinates"":[150.43461851511483,-33.84786619490666]}"
628,0.1773310750722885,0,"{""type"":""Point"",""coordinates"":[150.53841113841727,-33.56191312964267]}"
629,0.018105149269104004,0,"{""type"":""Point"",""coordinates"":[150.55416852485158,-33.74145037319736]}"
630,0.08276490122079849,0,"{""type"":""Point"",""coordinates"":[150.2945423995025,-33.59498496454725]}"
631,0.24918308854103088,0,"{""type"":""Point"",""coordinates"":[150.45500633158179,-33.82557789256586]}"
632,0.05413377285003662,0,"{""type"":""Point"",""coordinates"":[150.42835773122712,-33.5948523848628]}"
633,0.09123124182224274,0,"{""type"":""Point"",""coordinates"":[150.21994283496562,-33.82357671664154]}"
634,-0.1760239601135254,0,"{""type"":""Point"",""coordinates"":[150.17815790962368,-33.7184734479589]}"
635,0.006036877632141113,0,"{""type"":""Point"",""coordinates"":[150.52366953031367,-33.63421321599153]}"
636,0.009558379650115967,0,"{""type"":""Point"",""coordinates"":[150.58848864265715,-33.78575796040558]}"
637,0.011603981256484985,0,"{""type"":""Point"",""coordinates"":[150.6028256285041,-33.80002895208596]}"
638,-0.019579991698265076,0,"{""type"":""Point"",""coordinates"":[150.5341147863376,-33.62335247189425]}"
639,0.011897392570972443,0,"{""type"":""Point"",""coordinates"":[150.25390156958548,-33.71093381035729]}"
640,0.17101088166236877,0,"{""type"":""Point"",""coordinates"":[150.2318194501034,-33.682512126192464]}"
641,-0.04852786660194397,0,"{""type"":""Point"",""coordinates"":[150.6242536830245,-33.74492895999717]}"
642,0.03283318877220154,0,"{""type"":""Point"",""coordinates"":[150.45579341476895,-33.86865280418382]}"
643,0.303681343793869,1,"{""type"":""Point"",""coordinates"":[150.46176415002367,-33.62553999444926]}"
644,0.024354740977287292,0,"{""type"":""Point"",""coordinates"":[150.63541741342306,-33.73847755203353]}"
645,0.09067115187644958,0,"{""type"":""Point"",""coordinates"":[150.23209829653604,-33.86234081108179]}"
646,0.10301467776298523,0,"{""type"":""Point"",""coordinates"":[150.19376877837485,-33.83922594683308]}"
647,0.06317675113677979,0,"{""type"":""Point"",""coordinates"":[150.28595460550576,-33.55237556599831]}"
648,0.24131718277931213,0,"{""type"":""Point"",""coordinates"":[150.47388676590202,-33.607201104134546]}"
649,0.015566974878311157,0,"{""type"":""Point"",""coordinates"":[150.6297333300954,-33.68499779677848]}"
650,-0.006741419434547424,0,"{""type"":""Point"",""coordinates"":[150.23540388779188,-33.70656120993602]}"
651,0.20433539152145386,0,"{""type"":""Point"",""coordinates"":[150.28761191671256,-33.56229355039655]}"
652,-0.051111772656440735,0,"{""type"":""Point"",""coordinates"":[150.47268078330882,-33.68388498776774]}"
653,0.03812244534492493,0,"{""type"":""Point"",""coordinates"":[150.44473191812608,-33.75672103302215]}"
654,0.17975540459156036,0,"{""type"":""Point"",""coordinates"":[150.3816351220718,-33.7835115931111]}"
655,0.06760501861572266,0,"{""type"":""Point"",""coordinates"":[150.24729163900497,-33.669201117836934]}"
656,0.040559589862823486,0,"{""type"":""Point"",""coordinates"":[150.3363856023442,-33.68654300713967]}"
657,0.11584852635860443,0,"{""type"":""Point"",""coordinates"":[150.4627185522739,-33.46242470135432]}"
658,0.03327120840549469,0,"{""type"":""Point"",""coordinates"":[150.47678953412628,-33.458802601092366]}"
659,0.2648959457874298,0,"{""type"":""Point"",""coordinates"":[150.4067738101351,-33.64708591628508]}"
660,0.06161835789680481,0,"{""type"":""Point"",""coordinates"":[150.48354443837206,-33.790245983247395]}"
661,0.025055333971977234,0,"{""type"":""Point"",""coordinates"":[150.533901192381,-33.80332520128269]}"
662,0.07123331725597382,0,"{""type"":""Point"",""coordinates"":[150.49670289748775,-33.735407797092876]}"
663,0.2979002892971039,1,"{""type"":""Point"",""coordinates"":[150.28607506906982,-33.775151988100404]}"
664,-0.015379533171653748,0,"{""type"":""Point"",""coordinates"":[150.35499306462452,-33.80966690636966]}"
665,0.12690263986587524,0,"{""type"":""Point"",""coordinates"":[150.4094128805697,-33.57599253389002]}"
666,0.05884377658367157,0,"{""type"":""Point"",""coordinates"":[150.20772227230356,-33.876450875538914]}"
667,0.019875317811965942,0,"{""type"":""Point"",""coordinates"":[150.40217425411493,-33.69926133188736]}"
668,0.008793681859970093,0,"{""type"":""Point"",""coordinates"":[150.35786589897026,-33.7045649698817]}"
669,0.07628796994686127,0,"{""type"":""Point"",""coordinates"":[150.29177474911234,-33.525496922953224]}"
670,-0.007506430149078369,0,"{""type"":""Point"",""coordinates"":[150.5922388866654,-33.721755943028455]}"
671,0.03132474422454834,0,"{""type"":""Point"",""coordinates"":[150.5512298809622,-33.62491133316573]}"
672,0.010291174054145813,0,"{""type"":""Point"",""coordinates"":[150.38622965157808,-33.69093078663991]}"
673,-0.02070680260658264,0,"{""type"":""Point"",""coordinates"":[150.62323099783,-33.73142664841597]}"
674,0.04175390303134918,0,"{""type"":""Point"",""coordinates"":[150.39036317664556,-33.7803510413337]}"
675,0.09204015135765076,0,"{""type"":""Point"",""coordinates"":[150.2363615091772,-33.5722880216079]}"
676,0.05172993242740631,0,"{""type"":""Point"",""coordinates"":[150.3172000763252,-33.82671776659552]}"
677,0.13848543167114258,0,"{""type"":""Point"",""coordinates"":[150.34949388021843,-33.503200259618836]}"
678,0.11657103896141052,0,"{""type"":""Point"",""coordinates"":[150.37176874943074,-33.528984433075955]}"
679,0.00795157253742218,0,"{""type"":""Point"",""coordinates"":[150.5199100024624,-33.7752676769373]}"
680,0.07664388418197632,0,"{""type"":""Point"",""coordinates"":[150.2437770974847,-33.665394082563594]}"
681,0.019092679023742676,0,"{""type"":""Point"",""coordinates"":[150.49866639454555,-33.6566383577232]}"
682,0.0013630539178848267,0,"{""type"":""Point"",""coordinates"":[150.32487940597514,-33.82329327412223]}"
683,0.15197595953941345,0,"{""type"":""Point"",""coordinates"":[150.5534822150304,-33.58407718204667]}"
684,0.09398837387561798,0,"{""type"":""Point"",""coordinates"":[150.30028183345618,-33.757087011699134]}"
685,0.2484646439552307,0,"{""type"":""Point"",""coordinates"":[150.4616090758615,-33.78957944137913]}"
686,0.0010383129119873047,0,"{""type"":""Point"",""coordinates"":[150.46784422343353,-33.77513169051558]}"
687,0.043233707547187805,0,"{""type"":""Point"",""coordinates"":[150.2164703729476,-33.76862641645325]}"
688,0.012465506792068481,0,"{""type"":""Point"",""coordinates"":[150.60331413459159,-33.78981223912792]}"
689,0.03959193825721741,0,"{""type"":""Point"",""coordinates"":[150.61498407968125,-33.7902682977407]}"
690,0.28985852003097534,1,"{""type"":""Point"",""coordinates"":[150.48003577062798,-33.605656224000334]}"
691,-0.031637534499168396,0,"{""type"":""Point"",""coordinates"":[150.19033782665016,-33.74008105055623]}"
692,0.004649370908737183,0,"{""type"":""Point"",""coordinates"":[150.5341949698647,-33.86465457650023]}"
693,0.02122540771961212,0,"{""type"":""Point"",""coordinates"":[150.51390774590624,-33.74097217227122]}"
694,-0.13987238705158234,0,"{""type"":""Point"",""coordinates"":[150.46154384998388,-33.47761561186944]}"
695,-0.010220542550086975,0,"{""type"":""Point"",""coordinates"":[150.48198101818153,-33.682156687677825]}"
696,0.030461184680461884,0,"{""type"":""Point"",""coordinates"":[150.53833853836827,-33.67099519450849]}"
697,-0.009416460990905762,0,"{""type"":""Point"",""coordinates"":[150.5639665454149,-33.81418207140939]}"
698,-0.029580891132354736,0,"{""type"":""Point"",""coordinates"":[150.48729467347496,-33.66651294759071]}"
699,0.04460883140563965,0,"{""type"":""Point"",""coordinates"":[150.43439837034745,-33.70533595449934]}"
700,0.02602069079875946,0,"{""type"":""Point"",""coordinates"":[150.41870863412709,-33.689456276470445]}"
701,0.21261774003505707,0,"{""type"":""Point"",""coordinates"":[150.32257264578726,-33.53018573074187]}"
702,0.04352310299873352,0,"{""type"":""Point"",""coordinates"":[150.48456936162466,-33.6759167528602]}"
703,0.3002883791923523,1,"{""type"":""Point"",""coordinates"":[150.44869738306656,-33.832013958981555]}"
704,0.02634282410144806,0,"{""type"":""Point"",""coordinates"":[150.33969762640785,-33.72965747633311]}"
705,-0.022597134113311768,0,"{""type"":""Point"",""coordinates"":[150.64816750992787,-33.66346185892054]}"
706,0.10694121569395065,0,"{""type"":""Point"",""coordinates"":[150.22094741329855,-33.83287720925044]}"
707,0.020537883043289185,0,"{""type"":""Point"",""coordinates"":[150.6030533406267,-33.75188772595206]}"
708,0.13299396634101868,0,"{""type"":""Point"",""coordinates"":[150.39837912666343,-33.79486917995253]}"
709,0.03471900522708893,0,"{""type"":""Point"",""coordinates"":[150.2723027794539,-33.641562162885464]}"
710,-0.0013442635536193848,0,"{""type"":""Point"",""coordinates"":[150.4639402104706,-33.64941163762051]}"
711,-0.02806985378265381,0,"{""type"":""Point"",""coordinates"":[150.57380491141174,-33.6501672723737]}"
712,0.052694231271743774,0,"{""type"":""Point"",""coordinates"":[150.34699090462775,-33.7020643140006]}"
713,0.03862416744232178,0,"{""type"":""Point"",""coordinates"":[150.1848385524105,-33.81936249803995]}"
714,-0.030520737171173096,0,"{""type"":""Point"",""coordinates"":[150.55217700028,-33.617921885705634]}"
715,0.11161281168460846,0,"{""type"":""Point"",""coordinates"":[150.27188377174434,-33.59842387924031]}"
716,0.22487594187259674,0,"{""type"":""Point"",""coordinates"":[150.30004617402824,-33.52651254003065]}"
717,0.09999032318592072,0,"{""type"":""Point"",""coordinates"":[150.43706230414534,-33.5521955236537]}"
718,-0.011269539594650269,0,"{""type"":""Point"",""coordinates"":[150.5324625970287,-33.62188681417748]}"
719,-0.05073932558298111,0,"{""type"":""Point"",""coordinates"":[150.57324815021082,-33.70519020117656]}"
720,0.04652130603790283,0,"{""type"":""Point"",""coordinates"":[150.32780760303228,-33.79899381899171]}"
721,0.25192877650260925,0,"{""type"":""Point"",""coordinates"":[150.4324643524177,-33.62964645379257]}"
722,0.33684444427490234,1,"{""type"":""Point"",""coordinates"":[150.32429273699697,-33.56102236555208]}"
723,0.1952124983072281,0,"{""type"":""Point"",""coordinates"":[150.45711954592355,-33.81367894537084]}"
724,0.011279523372650146,0,"{""type"":""Point"",""coordinates"":[150.5364312182833,-33.75846819009944]}"
725,0.03639897704124451,0,"{""type"":""Point"",""coordinates"":[150.37273861984406,-33.67158545806221]}"
726,0.016345351934432983,0,"{""type"":""Point"",""coordinates"":[150.59293867732376,-33.64937127512748]}"
727,0.024803921580314636,0,"{""type"":""Point"",""coordinates"":[150.25566509419818,-33.79510750020995]}"
728,0.007880538702011108,0,"{""type"":""Point"",""coordinates"":[150.6042590556599,-33.80351797715495]}"
729,0.2214987426996231,0,"{""type"":""Point"",""coordinates"":[150.4041819197341,-33.644000829454676]}"
730,0.036704808473587036,0,"{""type"":""Point"",""coordinates"":[150.49259344639688,-33.7359370605697]}"
731,0.3507654666900635,1,"{""type"":""Point"",""coordinates"":[150.36294285903838,-33.52221321434061]}"
732,0.11372491717338562,0,"{""type"":""Point"",""coordinates"":[150.41352471581595,-33.63947898676969]}"
733,0.32825732231140137,1,"{""type"":""Point"",""coordinates"":[150.43417091984244,-33.513710033958716]}"
734,-0.18371279537677765,0,"{""type"":""Point"",""coordinates"":[150.20129337836678,-33.70924860018324]}"
735,0.002895548939704895,0,"{""type"":""Point"",""coordinates"":[150.60769407002329,-33.69546528079074]}"
736,0.2505625784397125,0,"{""type"":""Point"",""coordinates"":[150.4075574860541,-33.63027249899331]}"
737,-9.930133819580078E-5,0,"{""type"":""Point"",""coordinates"":[150.56330972479273,-33.67792348664083]}"
738,0.05134275555610657,0,"{""type"":""Point"",""coordinates"":[150.4927492093727,-33.752101659991176]}"
739,0.13489627838134766,0,"{""type"":""Point"",""coordinates"":[150.35684982087054,-33.49592857572503]}"
740,0.22775830328464508,0,"{""type"":""Point"",""coordinates"":[150.26148898359122,-33.83061633908591]}"
